"event_id","category","title","time","price","repeat_description","address","image","description","title_code","dates"
"25","GRHS Program","Community Builders: Early African American Women in Grand Rapids","7:00 PM","FREE Open to the Public","","","NWHPclubwomen_600.jpg","<p><span style=""line-height: 1.6;"">Presented by Yvonne Sims, Grand Rapids Study Club and Jo Ellyn Clarey, GRSC &amp; the Greater Grand Rapids Women&#39;s History Council</span></p>

<p><span style=""line-height: 1.6;"">In 1907 five local African American women&rsquo;s groups hosted the annual convention of the State Federation of Colored Women&rsquo;s Clubs. Delegates were welcomed by the Grand Rapids mayor and treated to gracious receptions and trolley tours. Who were these women hosts representing a miniscule percentage of the city&rsquo;s population? Only now are we pulling together their story from a rich social context that fostered the emergence of diverse local women onto the public stage.</span></p>

<p><span style=""line-height: 1.6;"">During the 1890s women&rsquo;s clubs proliferated so rapidly and organized women into such a social force that newspapers were compelled to create new sections featuring their plans and activities. What can be found in these early news accounts? That Jewish women, Polish Catholic women, all women, were gathering for self-education and charitable purposes&mdash;and sometimes to step up publicly to denounce racist articles, as did the Married Ladies Nineteenth Century Club in 1898.</span></p>

<p><span style=""line-height: 1.6;"">The Grand Rapids Study Club and Greater Grand Rapids Women&rsquo;s History Council will tell a fascinating story that fills major gaps at the same time it corrects errors in Grand Rapids history.</span></p>

<p><span style=""line-height: 1.6;""><strong>Learn More</strong> about the club movement in a short one-minute <a href=""https://www.youtube.com/watch?v=_Y2C1gYsz74&amp;feature=youtu.be&amp;list=PLXaqdQe8eghi-cG8zDiP_HDFEBK5HgyYd"" target=""_blank"">video here on YouTube</a>. We used it a while back on Facebook:<a href=""https://www.facebook.com/Greater-Grand-Rapids-Womens-History-Council-235296339987/"" target=""_blank""> Greater-Grand-Rapids-Womens-History-Council</a> &mdash; Listen to this history minute on the 19th-century American women&rsquo;s club movement, then mark your calendars for <a href=""http://www.ggrwhc.org/events#2016-2"" target=""_blank"">February 11th</a> when the GR Study Club and GGRWHC will sponsor a program on early GR African American women and their clubs in Grand Rapids! Yvonne Sims and Jo Ellyn Clarey will tour reports in 1890s newspapers of diverse GR women hosting state- and nation-wide gatherings, publishing denunciations of racist articles, and reporting on fascinating club activities.</span></p>

<p><span style=""line-height: 1.6;"">photo courtesy: Library of Congress&nbsp;#womenshistory: &nbsp;<em>During the 19th century women were often secluded within the home, so they formed clubs. These groups were not just social however, they were also formed around political or betterment causes. Common topics discussed by the women in these groups included finding solutions around health, sanitation, education, and suffrage. Club members often organized lectures and other community events.</em></span></p>

<p><img alt="""" src=""uploads/images/Women%20200%201.jpg"" style=""width: 200px; height: 284px;"" />&nbsp;&nbsp;<img alt="""" src=""uploads/images/Women%20200%202.jpg"" style=""width: 200px; height: 284px;"" />&nbsp;&nbsp;<img alt="""" src=""uploads/images/Women%20200%203.jpg"" style=""width: 200px; height: 284px;"" />&nbsp;&nbsp;<br />
<img alt="""" src=""uploads/images/Women%20200%204.jpg"" style=""width: 200px; height: 284px;"" />&nbsp;&nbsp;<img alt="""" src=""uploads/images/Women%20200%205.jpg"" style=""width: 200px; height: 284px;"" /></p>

<p>&nbsp;</p>

<p><strong>NOTE: CHANGE OF VENUE for GRHS Programs 2015-16<br />
<a href=""https://www.google.com/maps/place/157+Woodward+Ln+SE,+Grand+Rapids,+MI+49506/@42.9607917,-85.6245568,17z/data=!3m1!4b1!4m2!3m1!1s0x8819ad3dfaea82d3:0x28c469998b6c1d67"" target=""_blank"">John F. Donnelly Conference Center&nbsp;@ Aquinas College, 157 Woodward Lane SE, Grand Rapids, MI 49506 [MAP &amp; DIRECTIONS]</a></strong></p>

<p>&nbsp;</p>","communitybuildersearlyafricanamericanwomeningrandrapids","2016-2-11"
"26","GRHS Program","Federal Building to Woodbridge N. Ferris Building: Renewal and Reconstruction","7:00 PM","FREE Open to the Public","","17 Pearl St NW, Grand Rapids, MI 49503","54-10-17.2695_1.jpg","<p><span style=""line-height: 1.6;"">Presented by Tom Mathison and Gene C. Hopkins</span></p>

<p><span style=""line-height: 1.6;"">NOTE: CHANGE OF VENUE for this Program</span><br />
<a href=""https://www.google.com/maps/place/17+Pearl+St+NW,+Grand+Rapids,+MI+49503/@42.9663719,-85.6696857,18z/data=!4m2!3m1!1s0x8819adc61aea757f:0xf6114421039b698e"" target=""_blank""><span style=""line-height: 1.6;"">Woodbridge N. Ferris Kendall Building [The Fed], 17 Pearl St NW, Grand Rapids, MI 49503 [MAP]</span></a></p>","federalbuildingtowoodbridgenferrisbuildingrenewalandreconstruction","2016-3-10"
"27","GRHS Program","Fighting the Civil War: Historical Treasures of the Conflict in the Collection of the National Civil War Museum","7:00 PM","FREE Open to the Public","","157 Woodward Lane SE, Grand Rapids, MI 49506","National-Civil-War-Museum.jpg","<p><span style=""line-height: 1.6;"">presented by <strong>Wayne E. Motts</strong>, CEO of the<strong> </strong><a href=""http://www.nationalcivilwarmuseum.org/"" target=""_blank""><strong>National Civil War Museum</strong>, Harrisburg, PA</a><br />
hosted by <strong><a href=""http://www.grcwrt.com/index.html"" target=""_blank"">Grand Rapids Civil War Roundtable</a></strong></span></p>

<p><strong>NOTE: CHANGE OF VENUE for GRHS Programs 2015-16<br />
<a href=""https://www.google.com/maps/place/157+Woodward+Ln+SE,+Grand+Rapids,+MI+49506/@42.9607917,-85.6230688,252m/data=!3m2!1e3!4b1!4m2!3m1!1s0x8819ad3dfaea82d3:0x28c469998b6c1d67"" target=""_blank"">John F. Donnelly Conference Center&nbsp;@ Aquinas College, 157 Woodward Lane SE, Grand Rapids, MI 49506 [MAP &amp; DIRECTIONS]</a></strong></p>

<h5>photo courtesy <strong>National Civil War Museum</strong>, Harrisburg, Pennsylvania</h5>","fightingthecivilwarhistoricaltreasuresoftheconflictinthecollectionofthenationalcivilwarmuseum","2016-4-14"
"28","GGRWHC Event","Second Chance to See: ""A Team of Their Own: The All American Girls Professional Baseball League""","6:00 PM","FREE with Admission to the Grand Rapids Public Museum","","Grand Rapids Public Museum, 272 Pearl St NW, Grand Rapids, MI 40504","","<p>The premiere of the film,&nbsp;<strong>A Team of Their Own: The All American Girls Professional Baseball League</strong>&nbsp;was presented earlier this month. But it will be shown again 6:00 p.m. Tuesday, November 10. This documentary interviews many of the women who played in the All American Girls Professional Baseball League and highlights the history of the league, as well as the women&#39;s lives while they were traveling and playing ball.</p>

<p>Grand Rapids Public Museum, Meijer Theater,&nbsp;272 Pearl St NW, Grand Rapids, MI 40504&nbsp;</p>

<p><strong>FREE with Admission to the Grand Rapids Public Museum</strong>&nbsp;(Members FREE, Non-Members: Adults $8, Seniors (62+) $7, Students $3)</p>

<p>The Grand Rapids Chicks (1943-1954) were a women&#39;s professional baseball team that thrilled local fans with&nbsp;outstanding play in the late 1940s and early 1950s. They were part of a World War II-era experiment to&nbsp;insure that fans had games to watch and teams to cheer for. At the time the thinking was that President Franklin Roosevelt might cancel the&nbsp;1944 major league baseball season because it was not essential to the war effort. As it turned out, the major&nbsp;league season did continue. The All American Girls Professional Baseball League also prospered before succumbing in 1954 to television, competition from other sports, and bad management.</p>

<p>At 75 feet, basepaths were shorter, and pitchers initially threw underhand or sidearm, but in all&nbsp;other aspects, the game was baseball, and local fans responded enthusiastically to their team. In one&nbsp;instance, a crowd of 10,000 turned out for a championship game at South High field, where the Chicks&nbsp;played most of their home games. Always a strong team, the Chicks won the league championship in&nbsp;1947 and 1953.</p>

<p>The best player on the Chicks team was Connie Wisniewski, a tall, right-handed, former softball</p>

<p>pitcher who won 27 games in her rookie season, a record 32 games in her best year, and still holds many other&nbsp;league pitching records. When league rules were changed to permit overhanded pitching, Wisniewski&nbsp;became a .300 hitting outfielder for the remainder of her career.</p>

<p>After the league folded, several of the Chicks made their homes in Grand Rapids. Today older&nbsp;fans remember their exploits and flock to see them at public appearances. A new generation of young&nbsp;women also comes, seeking to meet the trailblazers who helped prepare the way for succeeding&nbsp;generations of women athletes.</p>

<p>Mark Your Calendars &amp; See the NEW GVSU Documentary,&nbsp;<a href=""http://www.gvsu.edu/wibdoc/"" target=""_blank""><strong>A Team of Their Own: The All American Girls Professional Baseball League</strong></a>&nbsp;about the All-American Girls Professional Baseball League (AAGPBL). It makes special emphasis to the Grand Rapids Chicks.</p>

<p>Here&#39;s a trailer:&nbsp;<strong><a href=""https://www.youtube.com/watch?v=phs6yVLbHi0&amp;feature=youtu.be"" target=""_blank"">A Team of Their Own: The All American Girls Professional Baseball League</a></strong></p>

<p>[<a href=""http://archive.constantcontact.com/fs136/1102964307953/archive/1122737970505.html"" target=""_blank""><strong>Click Here</strong></a>] for the latest <strong>Greater Grand Rapids Women&rsquo;s History Council </strong>electronic newsletter.</p>","secondchancetoseeateamoftheirowntheallamericangirlsprofessionalbaseballleague","2015-11-10"
"29","GGRWHC Event","Spirited Women: Grand Rapids and the Push for Temperance","6:30 PM","FREE with Admission to the Grand Rapids Public Museum","","Grand Rapids Public Museum, 272 Pearl St NW, Grand Rapids, MI 40504","","<p>Supplementing the Grand Rapids Public Museum&rsquo;s exhibit,&nbsp;American Spirits: The Rise and Fall of Prohibition,&nbsp;on Tuesday, November 17 the Greater Grand Rapids Women&#39;s History Council will look at the local scene during 13 years of speakeasies and bathtub gin. Moreover, it will review the roles of area women in the massive social movements surrounding the years 1920 - 1933.</p>

<p>In&nbsp;Spirited Women: Grand Rapids and the Push for Temperance, GGRWHC board members Ruth Van Stee and Julie Tabberer will illustrate how the histories of both the &ldquo;True Woman&rdquo; of the nineteenth century and the &ldquo;New Woman&rdquo; of the Jazz Age contributed to the long foreground of Grand Rapids as &ldquo;Beer City USA.&rdquo; And these women have complicated stories! For example, one surprise may be that the first alcohol to be purchased in Kent County, following the repeal of Prohibition, was made by a feminist activist involved in prohibition reform and Michigan temperance education. On December 30, 1933, Dorothy Smith McAllister bought the first bottle of champagne to celebrate a new year and new life after the failed social experiment. Michigan was, in fact, the first state to vote for the repeal of the Eighteenth Amendment.</p>

<p>Ruth Van Stee will report on why women had invested so heavily in prohibition in the first place. Grand Rapids citizens was seriously involved in the century-long efforts--both men and women--as they pushed temperance as a solution to the social ills often resulting from the misuse of alcohol. When women often could not control their own wages or inheritances, when they were largely dependent on men for their well-being--men who had the legal right to drink away family resources--the links between the Eighteenth Century Temperance Movements and the Nineteenth Century Women&#39;s Rights Movements are no surprise.</p>

<p>Immediately following the formation in 1874 of the Woman&rsquo;s Christian Temperance Union, the Michigan chapter was founded in Grand Rapids. Summer headquarters for the national group was hosted by the Bay View Association, north of Petoskey, which made Michigan a magnet for over 90 women speakers, many of whom stopped over in Grand Rapids. Our city and state had indeed experimented with temperance reform long before the Eighteenth Amendment was passed in 1920.</p>

<p>Julie Tabberer will focus on Grand Rapids during the Roaring Twenties of speakeasies and bathtub gin, when expanding radio and advertising media popularized the notion of the &ldquo;flapper.&rdquo; She will illustrate where and how easily single young women moving to the city could spend their own money and flout the law of the land, helping to enrich area rum runners. Despite the seeming freedoms of Jazz Age parties, however, the 1920s became a period of backlash to advances made by women during the turn-of-the-century Progressive Era. Still, the actions of irresponsible young women overlapped with those of a woman enforcing the law through the U.S. Attorney&rsquo;s Office in Grand Rapids. Her name was Ella Mae Backus. (See&nbsp;<a href=""http://archive.constantcontact.com/fs136/1102964307953/archive/1116698178390.html"" target=""_blank"">2014 newsletter article about her</a>)</p>

<p>Prohibition proved a disastrous legal experiment, but its social effects were long-standing. Alcohol consumption remained down until the 1970s, and certification of the 19th Amendment had already guaranteed universal suffrage. Women who had been laboring for their full rights as citizens for over a century continued the effort in Grand Rapids and in the nation.</p>

<p>6:00 p.m. Tuesday, November 17, 2015,&nbsp; Grand Rapids Public Museum, Meijer Theater&nbsp;</p>

<p><strong>FREE with Admission to the Grand Rapids Public Museum</strong> (Members FREE, Non-Members: Adults $8, Seniors (62+) $7, Students $3)</p>","spiritedwomengrandrapidsandthepushfortemperance","2015-11-17"
"30","GGRWHC Event","Shattering Glass Ceilings - Women's Elective History in Grand Rapids, 1888-2015","5:00 - 7:00 p.m.","Free and Open to Public","","Women's City Club, 254 Fulton St E, Grand Rapids, MI 49503","","<p><strong>Greater Grand Rapids Women&rsquo;s History Council &mdash;&nbsp;Annual Reception &amp; Program</strong><br />
<span style=""line-height: 1.6;"">Wednesday, March 30, 2016 &mdash;&nbsp;&#8203;5:00&ndash;7:00 PM</span></p>

<p>Reservations Appreciated:&nbsp;<strong><a href=""https://www.eventbrite.com/e/annual-reception-tickets-21888751846"" target=""_blank"">EVENTBRITE:&nbsp;Online RSVP</a></strong><br />
or: info@ggrwhc.org/616-574-7307</p>

<p>To receive all member benefits:&nbsp;<a href=""http://www.ggrwhc.org/membership-registration"" target=""_blank"">JOIN NOW!</a></p>

<p><strong style=""line-height: 1.6;"">Women&rsquo;s City Club</strong><span style=""line-height: 1.6;""> (</span><em style=""line-height: 1.6;"">lower level auditorium</em><span style=""line-height: 1.6;"">)</span><br />
<span style=""line-height: 1.6;"">254 Fulton St E, Grand Rapids, MI 49503</span></p>

<p>Parking: Free (south side of the building&nbsp;or in the lot across Lafayette Ave.)<br />
Free and Open to the Public</p>

<p>5:30 p.m. &ndash; brief annual meeting followed by a celebratory program<br />
Complimentary hors d&rsquo;oeuvres; wine ticket bar ($5/glass)<br />
(free glass of wine to new and renewing members)</p>

<p><img alt="""" src=""uploads/images/Bliss_speaks(1).JPG"" style=""width: 400px; height: 267px;"" /></p>

<p>Special guest: <strong>Mayor Rosalynn Bliss</strong></p>

<p><strong style=""line-height: 1.6;"">Shattering Glass Ceilings &ndash; Women&rsquo;s Elective History in Grand Rapids, 1888&ndash;2015</strong></p>

<p><span style=""line-height: 1.6;"">p</span><span style=""line-height: 1.6;"">resenter: <strong>Deirdre Toeller-Novak</strong></span></p>

<p>Between 1888 and 2015, Harriet Cook, Eva McCall Hamilton, Grace Ames Van Hoesen, Evangeline Lamberts, and Rosalynn Bliss each shattered another of the glass ceilings impeding the full participation of women in the process of governing our schools, the city, county, and the State of Michigan. Their stories are laced with perseverance in the face of scorn, personal sacrifice, fraud, and high adventure. On March 30, these women&rsquo;s stories will form the backdrop of a presentation that points to the importance of having an accurate record of women&rsquo;s elective history and how it has shaped our community in 2016. We will also look at its significance to women in their personal and professional lives. &nbsp;</p>

<p><span style=""line-height: 1.6;"">Through years of effort on the part of the Greater Grand Rapids Women&rsquo;s History Council, Grand Rapids is one of a few, if not the only, American city to have a complete history of women running for and elected to office since the opportunity was first extended to them. This unique set of data proves that Grand Rapids women ran for office beginning in 1888&mdash;much earlier than had been known, in fact, decades before second-wave feminists believed that they were running for the first time. Women in the mid-to-late 19th&nbsp;century were among the earliest to vigorously push the national movement toward suffrage even while lobbying from outside of the established system for changes in education and government. &nbsp;</span></p>

<p><span style=""line-height: 1.6;"">In her summary of the first 50 years of the League of Women Voters of Grand Rapids, Dorothy Leonard Judd wrote that in its beginning the League had &ldquo;one immediate and overriding purpose: to awaken the nation&rsquo;s women to their new responsibilities as voting citizens and to their new opportunities to work for legislation on social problems proverbially neglected by men (The First Fifty Years, League of Women Voters of Grand Rapids). Through the stories of women who were first to be elected to their respective offices, we will examine the remarkable strategies and accomplishments of trailblazers whose work is far from complete. Their methodologies provide valuable tools in today&rsquo;s political arena which continues to be dominated by a struggle for justice between groups of disparate economic, social, and cultural&nbsp;backgrounds. Please join us on Wednesday, March 30.&nbsp;&#8203;</span></p>

<p>Deirdre Toeller-Novak&nbsp;is proofing a compilation of Grand Rapids women&rsquo;s elective history, in whose pages she can be found. Her election to the boards of the Grand Rapids Public Schools and Grand Rapids Community College in the 1980s places her in the line of women elected to local school boards begun in 1888. She will share data from the Greater Grand Rapids Women&rsquo;s History Council&rsquo;s unique electoral history and illustrate its importance in 2016. Deirdre&rsquo;s historical and political efforts overlap in work promoting involvement of women in the elective process and consequent systemic change. Her professional career was directed by her early training in criminal justice and legal systems, including the leadership of municipal and non-profit organizations such as district court probation departments, the Grand Rapids Bar Association, and the Children&rsquo;s Assessment Center. In retirement she stretched her experience to include a master&rsquo;s degree in English Literature.</p>","shatteringglassceilingswomenselectivehistoryingrandrapids18882015","2016-3-30"
"31","Community Event","7th Annual Local History Roundtable","9:00 AM - 3:30 PM","$25","","Mary Idema Pew Library, 1 Campus Dr, Allendale, Michigan 49401","","<p>Each spring, the Local History Roundtable brings together librarians, archivists, curators, community members, preservationists, educators, students, and others who share a passion for local history.&nbsp;<br />
<br />
Highlights of this year&#39;s meeting include an opening keynote address by Professor Todd Robinson, author of A City Within a City: The Black Freedom Struggle in Grand Rapids. Professor Robinson is a specialist in urban and African-American history. He is currently an Associate Professor of History at the University of Nevada at Las Vegas.</p>

<p>Other highlights include:<br />
&bull;A closing address by Mr. Timothy Gleisner, Head of the Local History Department and Special Collections at Grand Rapids Public Library;<br />
&bull;Discussion with Professor Delia Fernandez, Assistant Professor of History at Michigan State University, and a specialist on Puerto Rican and Mexican Grand Rapids;<br />
&bull;Panel presentations focusing on our changing lakeshore communities; and<br />
&bull;A dinner business meeting for museums, library/archives, and historical society staff.</p>

<p><a href=""https://www.gvsu.edu/kutsche/cms-form-edit.htm?status&amp;responseid=B9226460-9970-B237-C9898E247DF875A9&amp;formid=3F21EE2B-ABCD-C932-543374F5B43405F9&amp;pageid"" target=""_blank"">FIND TICKETS HERE</a></p>

<p>More Details: <a href=""https://www.facebook.com/events/760911544039514/"" target=""_blank"">FACEBOOK EVENT</a></p>","7thannuallocalhistoryroundtable","2016-3-24"
"33","GRHS Program","Wicked Grand Rapids","8:00 - 9:00 PM","Free and Open to Public","","157 Woodward Lane SE, Grand Rapids, MI 49506","","<p><strong>NOTE: CHANGE OF VENUE for GRHS Programs 2015-16</strong><br />
<a href=""https://www.google.com/maps/place/157+Woodward+Ln+SE,+Grand+Rapids,+MI+49506/@42.9607917,-85.6231907,252m/data=!3m2!1e3!4b1!4m2!3m1!1s0x8819ad3dfaea82d3:0x28c469998b6c1d67"" target=""_blank""><strong>John F. Donnelly Conference Center&nbsp;@ Aquinas College, 157 Woodward Lane SE, Grand Rapids, MI 49506 [MAP &amp; DIRECTIONS]</strong></a></p>

<p><span style=""line-height: 1.6;"">Program FREE and OPEN to Public:&nbsp;&ldquo;Wicked Grand Rapids&rdquo; by author, Amberose Hammond</span></p>

<p>7:45 PM &mdash; Be Seated for Program<br />
8:00 PM &mdash; &ldquo;Wicked Grand Rapids&rdquo;&nbsp;Program Begins</p>

<p><span style=""line-height: 1.6;"">Following the Baxter Award presentation&nbsp;author, Amberose Hammond will be presenting &ldquo;Wicked Grand Rapids&rdquo;.</span></p>","wickedgrandrapids","2016-5-12"
"34","Library Event","Speak Up: All About Oral History","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library, 111 Library St NE, Grand Rapids, MI","","<p>History is made up of the stories of individual people. Oral histories record these stories, highlighting the role a person played in the broader community. Over time, some stories are buried or forgotten. Oral histories can speak to these gaps, bringing new information to light and changing the story going forward. But what exactly are oral histories, where do you find them, and how do you use them? Using film and audio clips, historian and archivist Jennifer Morrison will discuss what oral histories are and what they can tell us. Local history librarian Julie Tabberer will highlight the oral history collection at GRPL, including the oral histories of women collected by the Greater Grand Rapids Women&#39;s History Council.</p>","speakupallaboutoralhistory","2016-8-16"
"35","Library Event","Renewal Madness","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library, 111 Library St NE, Grand Rapids, MI","","<p><span style=""line-height: 1.6;"">Join Tim Gleisner, a local historian for a discussion on why the City of Grand Rapids chose to enter the path of Urban Renewal in the latter half of the 20th century. Gleisner will examine the national trends as to why urban renewal was considered a benefit to the city, how the city decided what to eradicate and what to keep, who this plan might have benefited, and how it still affects us today.</span></p>","renewalmadness","2016-8-18"
"36","Community Event","Roosevelt Park Neighborhood Tour","9:00 AM","FREE and Open to the Public","","","","<p><strong>Coffee + Pastries + Neighborhood Tour</strong></p>

<p><span style=""line-height: 1.6;"">Williams &amp; Works&nbsp;is working with the Roosevelt Park Neighborhood Association on an Area Specific Plan for Grandville Avenue. They are having a week-long design workshop, that is open to the public.</span></p>

<p><span style=""line-height: 1.6;"">As part of the Design Week Kickoff for the&nbsp;Neighborhood Design and Planning Workshops we will be hosting a Neighborhood Tour&nbsp;on Monday, July 18</span></p>

<p><span style=""line-height: 1.6;"">For details contact&nbsp;<strong>Roosevelt Park Neighborhood Association</strong> at (616) 243-2489<br />
<a href=""http://&#8203;https://rooseveltparkna.org/"" target=""_blank"">https://rooseveltparkna.org/</a></span></p>","rooseveltparkneighborhoodtour","2016-7-18"
"37","GRHS Program","Cemetery Tour 2016: Return to Oakhill South","10:00 AM","FREE and Open to the Public","","647 Hall St SE, Grand Rapids, MI 49507","023.jpg","<p><strong style=""line-height: 1.6;"">Cemetery Tour 2016:&nbsp;Return to Oakhill South</strong><br />
guided by&nbsp;Tom Dilley<br />
<br />
<span style=""line-height: 1.6;"">Saturday, September 3, 2016 @ 10:00 AM (Labor Day Weekend)</span></p>

<p><span style=""line-height: 1.6;"">Incase of Rain, Alternative Date:&nbsp;</span><span style=""line-height: 1.6;"">Saturday September 10, 2016</span><span style=""line-height: 1.6;"">&nbsp;@ 10:00 AM</span></p>

<p><span style=""line-height: 1.6;"">photo credit: The Ice House&nbsp;/Michael Tuffelmire</span></p>","cemeterytour2016returntooakhillsouth","2016-9-3"
"38","GRHS Program","Grand Rapids Underworld","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","Screenshot_2016-08-13_17.29.17.png","<p><strong>Grand Rapids Underworld&nbsp;</strong>with Dr. Mary Jane Dockeray<br />
<span style=""line-height: 1.6;"">Thursday, October 13, 2016 @ 7:00 PM</span></p>

<p>&ldquo;It is hoped that an awareness and enthusiasm for nature will further stimulate concern for the total environment and will be an asset for the world and its future.&rdquo;&nbsp;<span style=""line-height: 1.6;"">&mdash; Dr. Mary Jane Dockeray</span></p>

<p><span style=""line-height: 1.6;"">The underpinnings of Grand Rapids have molded its history and continue to influence our lives and commerce to the present day with water, salt, limestone, petroleum, gypsum, peat, sand and gravel. Discover how each of these resources have&mdash;and in many cases still do&mdash;affect our fair city. The slides depict an era long gone or at least modified.<br />
<br />
Mary Jane Dockeray is a community treasure and possesses a wealth of information. Among her many achievements she notably visualized and spearheaded the building of Blandford Nature Center which encompasses 143 acres of diverse habitats, an interpretive center, and several historic buildings. She was Curator of Natural History at the Grand Rapids Public Museum and spent years visiting local schools educating children about birds, animals, and the environment.<br />
<br />
She taught classes in geology and science methods for Michigan State University and she wrote a book, &ldquo;Let&#39;s Go Exploring&rdquo;, outlining family and class field trips in the area.</span></p>

<p><span style=""line-height: 1.6;"">She has received numerous awards for her work some of which are: a Delta Kappa Gamma International Scholarship in 1971 toward her Ph.D. work, the 1985 Michigan Audubon Society Outstanding Member Award, and a Mary Jane Dockeray Scholarship established by friends to recognize outstanding high school seniors planning on science careers.</span></p>

<p>&nbsp;</p>","grandrapidsunderworld","2016-10-13"
"39","GRHS Program","Wartime Experience of Grand Rapids Servicewomen","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","newrecruitsswearingin.jpg","<p>Thursday, November 10, 2016, 7:00pm<br />
Ryerson Auditorium, Grand Rapids Public Library</p>

<p><strong>WACs, WASPs, SPARs, and Marines: &nbsp;Nicknames, Recruiting, and the Wartime Experience of Servicewomen from Grand Rapids</strong><br />
by&nbsp;Will Miner</p>

<p>The Greater Grand Rapids Women&rsquo;s History Council is pleased to provide the November 10, 2016 program of the Grand Rapids Historical Society&mdash;just two days after the historic 2016 presidential election and one day before Veterans Day. Honoring the latter, the Grand Rapids Public Library&rsquo;s Will Miner will highlight the WWII experiences of local women Marines to illustrate the first large-scale employment of women in the United States armed forces.</p>

<p>Having committed their entire societies to the Second World War effort, warring nations lost fifty to eighty million people while tens of millions more were wounded or taken ill. Such losses led both Allied and Axis nations to employ more women than ever before as workers, nurses, clericals, and auxiliaries. Some countries also used women in combat roles.</p>

<p>Early on, geographical location allowed the U.S. to resist the idea of women in the military, so American women were invited into military roles relatively late. The argument of proponents of women&rsquo;s service&mdash;that having women fill non-combat jobs allowed more men into combat units&mdash;prevailed in early 1942, near the peak of Axis success when the cost to the Allies was very high. Initially, the armed services were unwelcoming, but women were first accepted by the Army, later the Navy and Coast Guard, and finally the Marine Corps.</p>

<p>Using their portrayals in the media, how women were recruited and trained, and even the nicknames they were given,&nbsp;Miner will illustrate women&rsquo;s struggles for acceptance. Though their integration continues to the present, the Second World War can be viewed historically as when women were finally accepted into the armed services of the United States.</p>

<p>This presentation will highlight the record of struggle in Grand Rapids and examine how, though being&nbsp;the most resistant of all the forces, the Marine Corps ultimately became the most progressive branch of the armed services in its acceptance of women.</p>

<p>Please join us on&nbsp;November 10&nbsp;when Will Miner will use local press reports, oral histories, and historical photographs to illustrate the experiences of area women as they challenged popular opinion and military tradition for the opportunity to defend their country.</p>

<p>Will Miner served in the U.S. Marine Corps from 1992 to 1996 and is currently a library assistant in the archives of the Grand Rapids Public Library. A 2003 graduate of GVSU, he earned a Masters in Library and Information Science from Wayne State in 2013.</p>

<p>Co-sponsored by&nbsp;<a href=""http://www.ggrwhc.org/"" target=""_blank"">Greater Rapids Women&rsquo;s History Council</a>, <a href="""" target=""_blank"">Grand Rapids Historical Society</a>, and&nbsp;<a href=""http://www.grpl.org/"" target=""_blank"">Grand Rapids Public Library</a></p>","wartimeexperienceofgrandrapidsservicewomen","2016-11-10"
"40","GRHS Program","The Streetcar Era in Grand Rapids","7:00 PM - WE ARE STILL ON FOR TONIGHT","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","GRS_006_PS_-_Valley_City_Street_Cars--1890_-_large_TIF_crop.jpg","<p>by Prof. Carl Bajema &amp; Tom Maas</p>

<p>Step back in time with street cars in Grand Rapids. Horse cars, cable cars, steam dummy trains, electric street cars and interurbans all carried passengers within and to-and-from Grand Rapids between 1865 and 1935.</p>

<p><strong>WE ARE STILL ON FOR TONIGHT &ndash; THU 12 JAN @ 7:00 PM</strong></p>","thestreetcareraingrandrapids","2017-1-12"
